id,format,victory_status,book_moves,opening_name,winner,turns,white_id,white_rating,black_id,black_rating
L2xOeIWh,Rapid,resign,2,Polish Defense,white,73,gqueen,1994,ikariamus,1522
OftOFmMQ,Rapid,mate,6,Nimzo-Indian Defense,white,151,mohammad9182,1733,gqueen,2016
Es9iNlZ4,Rapid,mate,7,Queen's Gambit Declined: Traditional Variation,white,47,gqueen,2014,kvs,1585
mFxS2uIH,Rapid,resign,3,French Defense: Knight Variation,black,58,stylos,1535,gqueen,2012
nqjoIyv4,Rapid,outoftime,10,King's Indian Defense: Saemisch Variation |  Normal Defense,white,53,gqueen,2008,sergiokumic,1735
JUo0BqQd,Rapid,resign,6,Queen's Gambit Declined: Normal Defense,white,75,rodelitobrazal,1646,gqueen,2031
Gde2BIFV,Rapid,resign,2,French Defense #2,black,36,cak_imam80,1913,gqueen,2020
LABc7BKr,Rapid,resign,9,French Defense: Advance Variation |  Paulsen Attack,white,77,chessmageddon,2228,conwycastle,2228
eNbs0Oew,Classical,mate,4,Sicilian Defense,black,140,queen-of-hearts,2069,chessmageddon,2223
nakTVZD5,Rapid,draw,5,Sicilian Defense: Delayed Alapin,draw,124,chessmageddon,2229,udav202,2004
8Bz5mbbU,Rapid,resign,9,Italian Game: Classical Variation |  Giuoco Pianissimo,black,57,chessmageddon,2233,tree33,2540
HBezD4JG,Classical,resign,5,Sicilian Defense: Delayed Alapin,white,67,chessmageddon,2229,gambit47,1947
mKvCyQcI,Rapid,resign,3,Sicilian Defense: Bowdler Attack,black,51,atreblabo,2052,chessmageddon,2222
Xn6uTsFu,Rapid,resign,6,Blumenfeld Countergambit #2,black,43,joepasamayo,2164,chessmageddon,2212
Rib6UKcT,Rapid,outoftime,16,Sicilian Defense: Najdorf Variation |  Opocensky Variation |  Modern Line,white,137,chessmageddon,2207,udav202,1993
g5AVWcp2,Rapid,resign,12,French Defense: Advance Variation |  Lputian Variation,black,72,chessmageddon,2222,rawhuman,2029
7jFW2Ewi,Rapid,resign,6,Blumenfeld Countergambit #2,black,76,irakli-georgie,2157,chessmageddon,2213
XfyJ4tKl,Rapid,resign,11,French Defense: Advance Variation |  Main Line,white,71,chessmageddon,2206,ansevata,2046
9ANH8zPE,Blitz,resign,11,French Defense: Advance Variation |  Main Line,black,158,chessmageddon,2214,renanreis,2336
lAGvYGnM,Rapid,mate,2,Indian Game,white,43,komis1987,2252,chessmageddon,2224
A5vJqK4g,Rapid,resign,11,Sicilian Defense: Najdorf Variation |  Zagreb (Fianchetto) Variation,black,66,horse4203,2136,chessmageddon,2215
ypU2jtJR,Rapid,outoftime,2,Indian Game,black,40,komis1987,2277,chessmageddon,2201
gRo0vrWi,Blitz,resign,4,Scandinavian Defense: Modern Variation #2,black,38,chessmageddon,2220,pavelsps,1973
v2BASFqN,Classical,mate,7,Caro-Kann Defense: Advance Variation |  Short Variation,white,91,chessmageddon,2215,runtilmorrow,1998
6NXSj5et,Rapid,mate,2,Nimzo-Larsen Attack: Classical Variation,white,115,lonliness,2228,chessmageddon,2203
Z0Cx91Uh,Rapid,resign,6,Torre Attack: Classical Defense |  Nimzowitsch Variation,black,38,eyeangel2,2103,chessmageddon,2194
2onv9UeF,Rapid,resign,15,King's Indian |  Fianchetto |  Classical Variation |  8.e4,white,59,lonliness,2207,chessmageddon,2206
Wg7MuSLY,Rapid,resign,14,Caro-Kann Defense: Classical |  7...Nd7,black,72,masquerade,1829,hackov,1807
QYMM5YTe,Rapid,resign,4,Queen's Pawn Game: Franco-Sicilian Defense,white,83,hackov,1803,danieloop,1542
wtTlqj8K,Rapid,resign,2,English Opening: Caro-Kann Defensive System,black,54,siroos1342,1751,hackov,1793
erD6ArRp,Rapid,mate,5,Sicilian Defense: Smith-Morra Gambit,black,152,hackov,1807,michael_hackett,1719
jnFVqlqv,Rapid,mate,2,Caro-Kann Defense,black,40,michael_hackett,1728,hackov,1798
qJLrjD7k,Rapid,mate,2,English Opening: Anglo-Dutch Defense,black,60,hackov,1812,michael_hackett,1714
x9Pup3vp,Rapid,mate,4,Scandinavian Defense: Mieses-Kotroc Variation,white,57,cyborgassassin47,1397,majc,1376
AGhOFsth,Rapid,outoftime,5,Philidor Defense #3,black,98,cyborgassassin47,1490,huseyinyg,1474
nE4LiSn2,Classical,mate,4,Sicilian Defense,white,143,cyborgassassin47,1354,mahoni_1453,1405
388CvPN6,Rapid,mate,5,Vienna Game: Stanley Variation,white,139,jeansants,1503,chiefjab,1494
lYZ4gqba,Rapid,mate,5,Philidor Defense #3,black,142,chiefjab,1504,josip111,1578
7Z1iZqsS,Rapid,resign,8,Four Knights Game: Italian Variation,black,60,harish8u,1507,chiefjab,1490
UnGRH4NG,Rapid,resign,1,Polish Opening,white,83,stipp,1652,chiefjab,1498
qkJVE2Qh,Rapid,resign,7,Italian Game: Classical Variation #2,black,100,chiefjab,1507,s7serg,1649
cEc0t0GN,Rapid,resign,4,Alekhine Defense: Normal Variation,black,52,kemaluslu,1482,chiefjab,1493
48uyfjg1,Rapid,resign,7,Queen's Gambit Declined: Three Knights Variation,white,67,efernandao,1946,ed84,1772
M2ZlvyYy,Classical,resign,13,Queen's Gambit Declined: Neo-Orthodox Variation |  Main Line,white,71,rb52,2057,ed84,1782
9EWYBXrM,Rapid,resign,9,Gruenfeld Defense: Three Knights Variation |  Burille Variation,black,60,ed84,1793,vale03,1783
qEcxGVwG,Rapid,resign,4,Indian Game: West Indian Defense,white,56,ed84,1783,omaolmhuaidh,1781
SSOF87RQ,Rapid,resign,10,Tarrasch Defense: Symmetrical Variation,black,39,ed84,1791,staydown,1876
urC8i42C,Rapid,mate,3,Queen's Pawn Game: Zukertort Variation,white,53,jeandossantos,1877,ed84,1799
ekR9eykD,Classical,resign,8,French Defense: Tarrasch Variation |  Chistyakov Defense,black,86,pioki,1935,ed84,1784
GrnWAeyW,Rapid,resign,2,Polish Defense,black,23,ed84,1795,say1166,1798
jYFB118e,Rapid,mate,4,English Opening: Agincourt Defense #2,white,63,adgofe,1794,ed84,1806
l1FJWpby,Rapid,draw,4,Old Indian Defense,draw,62,ed84,1803,huskygaze3,1900
oTytkNw9,Classical,draw,7,Queen's Indian Defense: Spassky System,draw,44,ed84,1802,servasky,1858
8adJMayt,Rapid,draw,2,Modern Defense,draw,111,ed84,1802,gargamelle,1781
Bwz5Avk3,Rapid,resign,8,French Defense: Advance Variation,black,80,cedrus,1722,ed84,1794
TapgVQFc,Rapid,resign,3,French Defense: King's Indian Attack,black,50,atoz123,1784,ed84,1783
p0cfl7ik,Rapid,resign,4,Slav Defense,black,12,ed84,1795,kooksta,1753
TnJuozQ7,Rapid,mate,1,Van't Kruijs Opening,black,40,jeefer,1757,ed84,1785
bGiGLLkt,Blitz,mate,5,King's Pawn Game: King's Head Opening,black,104,deno01,1389,taranga,1307
LmAF9EOQ,Rapid,mate,3,King's Pawn Game: Wayward Queen Attack,black,64,soheil0,1152,taranga,1299
ZWXisimD,Rapid,outoftime,6,Ruy Lopez: Cozio Defense,black,62,taranga,1303,atarasenko,1634
VW8jn694,Rapid,mate,6,Ruy Lopez: Rotary-Albany Gambit,white,47,taranga,1278,adilsontxyw,1530
VCm6Y9sa,Rapid,resign,6,Center Game: Normal Variation,white,30,kaoruko,1595,taranga,1281
JfT9yIBl,Rapid,resign,8,Ruy Lopez: Exchange Variation |  Lutikov Variation,white,24,taranga,1267,shahen07,1344
1GJI8zgp,Classical,resign,8,Italian Game: Giuoco Pianissimo |  Normal,white,20,aslan737373,1332,taranga,1277
Bys3Uii4,Classical,resign,3,Queen's Pawn Game #2,white,82,barker1964,1393,taranga,1285
6XdCEkkJ,Classical,resign,2,Alekhine Defense,white,87,taranga,1279,temi2017,1090
VCvbNgko,Blitz,resign,4,King's Pawn Game: Gunderam Gambit,white,19,taranga,1268,killerbrecht,1255
kvaVGWlk,Rapid,mate,3,King's Pawn Game: Wayward Queen Attack,white,59,oldsim,1186,taranga,1283
t7vvcwqO,Rapid,resign,1,Hungarian Opening,black,96,phileasfrog,1290,taranga,1270
igSDFKv0,Rapid,outoftime,4,Queen's Pawn Game #3,white,53,patrizio67,1331,taranga,1281
facMwkUo,Rapid,mate,1,Van't Kruijs Opening,white,39,piroz_xucestih,1304,taranga,1292
j5KY62yS,Rapid,mate,3,French Defense: Normal Variation,black,10,taranga,1305,piroz_xucestih,1293
nyYULwUl,Rapid,mate,8,Center Game: Berger Variation,white,51,lelik3310,1308,taranga,1317
h0YsGMhj,Rapid,resign,13,Italian Game: Giuoco Piano |  Greco's Attack,black,18,cesar1945,1296,taranga,1305
UvqLtnPM,Blitz,mate,7,Ruy Lopez: Exchange Variation,white,59,xapoh,1500,taranga,1299
1b0kpInt,Blitz,mate,3,Caro-Kann Defense,white,111,taranga,1288,jamila1234,1232
dJEtAQp7,Blitz,resign,9,Ruy Lopez: Morphy Defense |  Tarrasch Variation,black,28,taranga,1289,hknight_chess,2108
QurxyQkA,Rapid,mate,8,Ruy Lopez: Morphy Defense |  Caro Variation,white,73,moon50,1409,taranga,1297
mJ9VpdxV,Rapid,mate,6,Italian Game: Anti-Fried Liver Defense,white,159,taranga,1280,moon50,1485
dFQ5D7CS,Rapid,mate,6,Philidor Defense #4,black,112,taranga,1281,naoufel,1765
Q7XGscXE,Rapid,resign,2,Horwitz Defense,white,55,skayb,1825,svindled,1232
soroD8w1,Rapid,mate,3,French Defense: La Bourdonnais Variation,black,52,beto53,1492,svindled,1191
js6WMWrw,Rapid,outoftime,1,Van't Kruijs Opening,black,72,robisurf,1419,svindled,1151
ZlIofOna,Rapid,resign,7,French Defense: Advance |  Steinitz Variation,black,106,jose63,1346,svindled,1112
ueDH6x97,Blitz,resign,2,Alekhine Defense,black,2,svindled,1118,marten54,1456
aPKviA0G,Blitz,resign,2,Sicilian Defense,black,2,svindled,1126,sunnyside41st,1450
NQFasT6b,Rapid,resign,2,King's Pawn Game,black,2,svindled,1154,haskox,1147
DLYk1BRG,Rapid,resign,1,Clemenz Opening,white,2,the-legendery-player,1227,svindled,1179
r2Tv9299,Rapid,resign,2,Scandinavian Defense,white,2,brujo77,1507,svindled,1188
2qL2ZVNH,Rapid,resign,2,King's Pawn Game,black,2,svindled,1196,nastyazdrastya,1547
rcROpusK,Blitz,resign,2,Horwitz Defense,white,2,minelkayraaaaaa,1467,svindled,1209
g2CgIJFH,Blitz,resign,1,Mieses Opening,black,2,svindled,1226,sgbarrys,1431
tl7g5sJb,Rapid,resign,2,Pirc Defense #4,white,2,ryanprihantoro,1362,svindled,1252
lSvy8nDx,Blitz,resign,2,French Defense #2,white,2,222222,1076,svindled,1319
9sOv9BBL,Rapid,resign,2,King's Pawn Game,black,2,svindled,1346,spaxxts,1503
xzBfOhdq,Blitz,resign,2,Mieses Opening: Reversed Rat,black,2,svindled,1369,ignacio45,1581
MW1ZjrS9,Rapid,resign,2,Ware Defense,white,2,julian01,1567,svindled,1400
DqTnqTK4,Classical,resign,1,Kadas Opening,black,2,svindled,1445,streeet1,1546
CAkwRTef,Rapid,resign,2,Ware Defense,white,2,ka0017,1538,svindled,1516
GLcGuZZa,Rapid,resign,1,Grob Opening,black,3,svindled,1630,julian01,1556
HehthdTm,Blitz,resign,2,French Defense #2,white,2,dino69,1834,svindled,1709
rsEgYfgO,Rapid,resign,4,English Opening: Anglo-Indian Defense |  Scandinavian Defense,black,54,dmenace,1778,bbmoro,1779
5y4SI10i,Rapid,resign,6,Dutch Defense: Semi-Leningrad Variation,white,45,owlsquawk,1918,crraii,1904
htWbvrxd,Rapid,draw,7,Caro-Kann Defense: Advance Variation |  Short Variation,draw,55,crraii,1903,owlsquawk,1920
wOlY8KQr,Rapid,mate,6,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack |  Fianchetto Variation,white,71,crraii,1881,quesada,1800
o7W3R1T4,Rapid,mate,5,Sicilian Defense: Delayed Alapin Variation,white,73,crraii,1863,czytamspam,1713
dAeQbomk,Rapid,mate,5,Caro-Kann Defense: Advance Variation,white,53,crraii,1839,maestrochess_a,1765
NrfJ2vsk,Rapid,resign,8,Ruy Lopez: Morphy Defense |  Caro Variation,white,55,crraii,1810,duc_d_alsace,1749
PTKdr0fQ,Rapid,resign,18,Ruy Lopez: Closed Variations |  Flohr System,black,24,crraii,1828,kudrin64,2035
3qzini9E,Rapid,resign,5,French Defense: Exchange Variation,black,42,miko47,1900,crraii,1774
u5JPi9uq,Rapid,resign,7,Ruy Lopez: Classical Variation |  Central Variation,black,24,crraii,1808,tvnet,1894
9O53TRBS,Rapid,resign,8,French Defense: Winawer Variation |  Advance Variation #3,white,10,blues_drifter,1973,crraii,1840
H7VJQtH3,Blitz,mate,2,Horwitz Defense,black,92,ssf7,1892,topraktoprak,1770
rVgE2Oyd,Blitz,resign,3,Torre Attack #2,white,75,ssf7,1884,dalet,1784
D23xOkDc,Blitz,outoftime,2,Horwitz Defense,black,116,ssf7,1900,peter-bon22,1702
DPU3gg7I,Blitz,resign,4,East Indian Defense,white,70,ssf7,1888,kaskade24,1918
vArfTUfk,Blitz,resign,4,Queen's Pawn Game: Chigorin Variation,white,69,ssf7,1881,alexey_0185,1753
E0kPh6JS,Blitz,resign,4,Queen's Pawn Game: Krause Variation,white,54,ssf7,1874,eugeneshy,1742
qLyfzkSs,Blitz,outoftime,5,Queen's Pawn Game: Colle System,black,68,ssf7,1888,nikolai69,1780
WinICbAV,Blitz,outoftime,8,Slav Defense: Quiet Variation |  Pin Defense,black,58,ssf7,1904,planetproto,1740
7NWORHxc,Blitz,outoftime,2,English Defense #2,white,79,ssf7,1894,tajbo4,1862
ttXJm0uE,Blitz,resign,6,Colle System,white,115,ssf7,1888,iran-soldier,1700
DbzrE93f,Blitz,outoftime,3,Englund Gambit Declined |  Reversed French,black,158,ssf7,1902,grego77,1810
DEXiRPZK,Blitz,outoftime,2,Horwitz Defense,white,131,ssf7,1892,okladnoy,1861
djfGOL6X,Blitz,outoftime,1,Queen's Pawn,white,65,ssf7,1885,easywisi,1742
jiMI9J7p,Blitz,outoftime,4,Queen's Pawn Game: Chigorin Variation,white,77,ssf7,1877,sergey1971,1780
blFMsvNn,Blitz,draw,2,Horwitz Defense,draw,108,ssf7,1882,mb513,1722
x8D1Y66X,Blitz,resign,5,Queen's Pawn Game: Colle System,white,43,ssf7,1873,artem_1,1809
d0xEdVHA,Blitz,mate,1,Queen's Pawn,white,87,ssf7,1866,ivan1904,1737
62wlXOSz,Blitz,mate,1,Queen's Pawn,white,29,ssf7,1859,ivan1904,1744
BUfDQQDk,Blitz,outoftime,4,Queen's Pawn Game: Anti-Torre,black,64,ssf7,1874,killscheg,1700
iUtmGsvi,Blitz,resign,2,Modern Defense,white,79,ssf7,1865,pombeira,1823
o887Ujjz,Blitz,outoftime,4,Queen's Pawn Game: Symmetrical Variation,black,76,ssf7,1881,medsadok,1703
cS9Ha5IZ,Blitz,mate,3,Queen's Pawn Game: Zukertort Variation,white,59,ssf7,1891,slavenmalixin,1713
Ccectk4p,Blitz,outoftime,4,Queen's Pawn Game: Symmetrical Variation,black,80,ssf7,1905,hamir,1803
77jQdRcn,Blitz,outoftime,3,Queen's Pawn Game: Zukertort Variation,white,125,ssf7,1897,bwf,1793
9Btrr1Rm,Blitz,mate,5,Queen's Pawn Game: Colle System,white,121,ssf7,1890,roma75,1755
kV4Yh45C,Blitz,mate,3,Torre Attack #2,black,76,ssf7,1903,gramps,1842
v5dT82aj,Blitz,outoftime,4,Queen's Pawn Game: Krause Variation,black,68,ssf7,1917,buntar,1795
ebodKAhf,Blitz,outoftime,2,Modern Defense,black,64,ssf7,1931,navigat13,1803
oEUQtpar,Blitz,mate,1,Queen's Pawn,white,67,ssf7,1926,fedorov-sergey,1736
etjt52lL,Blitz,resign,2,Modern Defense,white,59,ssf7,1918,acapaca,1823
E2a8fP14,Blitz,resign,4,Queen's Pawn Game: Symmetrical Variation,white,51,ssf7,1910,casr,1813
trSe0dmW,Blitz,resign,2,Modern Defense,white,45,ssf7,1903,pioner1813,1787
qIR8DFZk,Blitz,resign,3,Queen's Pawn Game: Zukertort Variation,white,45,ssf7,1895,sercant,1798
dVVYTUGO,Blitz,resign,4,Queen's Pawn Game: Chigorin Variation,white,96,ssf7,1888,stthrash,1765
vhNYAqVG,Blitz,outoftime,4,East Indian Defense,black,72,ssf7,1903,papa10,1744
dhiV91UC,Blitz,outoftime,4,Queen's Pawn Game: Symmetrical Variation,white,117,ssf7,1897,gazoom,1730
JaRJ8vUV,Blitz,mate,4,Queen's Pawn Game: Chigorin Variation,white,63,ssf7,1890,majeed2000,1768
TZQgAj2Z,Blitz,mate,3,Queen's Pawn Game: Zukertort Variation,black,36,ssf7,1905,naddiir,1745
9QOq8kHI,Blitz,resign,3,Queen's Pawn Game: Zukertort Variation,white,81,ssf7,1895,lord-st,1899
jl6WYwGc,Blitz,outoftime,2,Dutch Defense,black,72,ssf7,1906,rudotato,1888
dLVncZp2,Blitz,outoftime,2,Mikenas Defense,black,104,ssf7,1917,chessbaazer,1822
BmxCdEtU,Blitz,mate,3,Queen's Pawn Game: Zukertort Variation,white,75,ssf7,1908,prados,1862
7ooO85N5,Blitz,outoftime,2,Horwitz Defense,white,77,ssf7,1898,ewgeni1935,1881
zfqxklpo,Blitz,outoftime,2,Old Benoni Defense,black,128,ssf7,1909,cheeky,1914
2rmiVY7D,Blitz,outoftime,3,Queen's Pawn Game: Zukertort Variation,black,80,ssf7,1922,hephaestion,1821
refuuxlq,Blitz,mate,4,Indian Game: Spielmann-Indian,black,76,ssf7,1931,younggandhi,1977
rsqlIzJ9,Blitz,resign,4,Queen's Pawn Game: Symmetrical Variation,white,73,ssf7,1922,evolutionrus,1872
hu1EtuvP,Blitz,outoftime,2,Horwitz Defense,white,71,ssf7,1914,gennady5588,1829
leTpE1Fq,Rapid,resign,6,Ruy Lopez: Steinitz Defense,black,70,zzzimon,1375,jersey86,1500
VVkKGe4E,Classical,resign,4,Scandinavian Defense: Mieses-Kotroc Variation,white,91,thegrim123321,1377,batatinhaazul,1249
11VaOez1,Classical,resign,4,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit,white,53,kingestee33,1375,thegrim123321,1389
2akR3Bit,Rapid,mate,5,Philidor Defense,white,49,thegrim123321,1378,baconneggs,1361
mG2dEz4z,Rapid,mate,4,King's Pawn Game: Maroczy Defense,black,48,deragon63,1261,thegrim123321,1371
xrZnbIGD,Rapid,resign,4,Sicilian Defense: Old Sicilian,black,20,thegrim123321,1380,brainiac007,1429
lOU3lddA,Rapid,mate,6,Russian Game: Damiano Variation,white,87,thegrim123321,1369,danilo1961,1368
xYEVgk0W,Rapid,resign,9,Ruy Lopez: Morphy Defense |  Mackenzie Variation,white,11,piechess97,1290,thegrim123321,1371
QnXuc72h,Rapid,draw,2,St. George Defense,draw,110,thegrim123321,1372,merthy70,1326
ejaSwZEr,Blitz,resign,1,Van't Kruijs Opening,white,24,thekingdomcome,1361,thegrim123321,1383
3ZfA3gFa,Rapid,resign,4,English Opening: King's English Variation |  Two Knights Variation,white,23,rookreversal,1217,thegrim123321,1399
WoOqoYEL,Rapid,mate,5,Ruy Lopez,white,81,thegrim123321,1387,ranie123,1447
ZctgRAt4,Rapid,mate,4,Philidor Defense #2,white,103,thegrim123321,1377,tecnoch,1351
VuZ0dzhO,Classical,resign,4,King's Pawn Game: McConnell Defense,black,29,thegrim123321,1389,dantesmontecristo,1339
hVSNfLer,Blitz,mate,9,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,black,46,annael88,1395,thegrim123321,1378
XyM6zTew,Blitz,outoftime,6,Ruy Lopez: Bird Variation,white,23,thegrim123321,1370,ziogasparo14,1257
5sEcA5zs,Rapid,resign,5,Nimzowitsch Defense: Lean Variation |  Colorado Counter Accepted,white,31,thegrim123321,1360,tcgil,1332
rth667hB,Classical,mate,5,Italian Game,white,31,thegrim123321,1354,onafets26,1217
rb7lq7dT,Rapid,resign,5,Queen's Gambit Accepted: Old Variation,black,38,shivcool,1245,thegrim123321,1346
hfNJtVnd,Classical,resign,4,King's Indian Attack: Keres Variation #2,white,105,thegrim123321,1336,an73r05,1287
kKhmGgkh,Rapid,mate,7,Philidor Defense: Exchange Variation #2,white,57,iamaliveandbored,1158,gighellone,1155
WiLRYEgT,Rapid,draw,3,Queen's Pawn Game #2,draw,100,afndina,1158,iamaliveandbored,1158
XedVZ3HB,Rapid,resign,7,Center Game: Paulsen Attack Variation,black,26,filmokholik,1101,iamaliveandbored,1148
GSeyt4C8,Rapid,resign,8,Sicilian Defense: Modern Variations |  Main Line,black,16,iamaliveandbored,1159,aleff_blendon,1165
GEZZDaWj,Rapid,resign,8,Philidor Defense: Exchange Variation,black,14,iamaliveandbored,1166,silasolveirasilva,1295
2noWkIb8,Rapid,draw,4,Petrov's Defense,draw,78,duettoduetto,1227,iamaliveandbored,1164
m5AyQ1qS,Rapid,resign,4,Vienna Game: Falkbeer Variation,white,4,edwar,1500,iamaliveandbored,1168
h1EtGGgN,Rapid,resign,4,Nimzowitsch Defense: Franco-Nimzowitsch Variation,white,85,iamaliveandbored,1157,godk2001,1156
ZFjv8xKj,Rapid,draw,3,King's Pawn Game: Wayward Queen Attack,draw,7,godk2001,1156,iamaliveandbored,1157
WMtKPrKP,Rapid,resign,4,Vienna Game: Falkbeer Variation,black,44,lichess2point0,984,iamaliveandbored,1151
L18vqYGs,Rapid,mate,6,Russian Game: Damiano Variation,white,61,iamaliveandbored,1141,hirenmac44,1127
Ck1Xp2MO,Rapid,resign,7,Philidor Defense: Exchange Variation #2,black,47,iamaliveandbored,1150,dmarin5983,1223
vTOSDGgh,Rapid,outoftime,4,King's Pawn Game: McConnell Defense,white,27,iamaliveandbored,1127,cacarot,1166
Nc6OVdnO,Rapid,resign,5,Russian Game: Three Knights Game,white,36,ronnie2011,1177,iamaliveandbored,1137
eOo0fDQ6,Rapid,resign,4,Petrov's Defense,black,92,zaferalt,1155,iamaliveandbored,1125
hYGY8qb0,Rapid,mate,5,Italian Game,black,24,viswannabe,1087,feloniousmonk,1096
UR9k66dm,Rapid,resign,5,King's Knight Opening: Konstantinopolsky,white,32,boosterpack32,1054,viswannabe,1100
TMeuZWYD,Rapid,resign,3,Sicilian Defense: Smith-Morra Gambit #2,black,122,viswannabe,1105,victor_simon,1386
5UmXlUHj,Rapid,resign,2,English Opening: Symmetrical Variation,white,24,sovietnebun,1056,viswannabe,1119
bDHMLBEX,Rapid,resign,8,Ruy Lopez: Berlin Defense |  Beverwijk Variation,white,15,martinlutherking,1463,viswannabe,1122
fzAc6oKG,Rapid,resign,5,Philidor Defense #3,black,64,viswannabe,1124,nomaschess,1573
dK1PGMmL,Rapid,resign,3,Bishop's Opening,white,23,jeremiah_natanael,1572,viswannabe,1126
aFGakNvv,Rapid,resign,3,Sicilian Defense: Smith-Morra Gambit #2,black,22,viswannabe,1135,nullvalue,1209
WFjG1QkY,Rapid,mate,2,Scandinavian Defense,black,48,viswannabe,1143,raro8765,1269
aZqn13Vk,Rapid,resign,4,Queen's Gambit Declined,white,46,meatwod,1398,viswannabe,1148
vLMvZIWl,Rapid,resign,7,Four Knights Game: Italian Variation,black,32,viswannabe,1158,gauvinator,1196
58T3JRPr,Rapid,resign,8,Ruy Lopez: Berlin Defense |  Beverwijk Variation,white,57,egor13647564wy5,1393,viswannabe,1163
2wdpH1th,Rapid,mate,7,Four Knights Game: Italian Variation,black,46,viswannabe,1172,mbmlubos,1286
FsK5cpuw,Rapid,resign,5,Three Knights Opening,white,51,giselab,1068,viswannabe,1188
lKcpwUA0,Rapid,resign,4,Sicilian Defense: Closed Variation |  Traditional,black,58,viswannabe,1207,ghesah3000,981
SWQcyk7q,Rapid,mate,6,Scotch Game: Lolli Variation,black,26,anfield8,1208,viswannabe,1194
7l0DF0Fu,Rapid,mate,3,Queen's Pawn Game #2,black,50,chippintory,1265,viswannabe,1179
vDVtyZKN,Rapid,resign,2,Owen Defense,black,12,viswannabe,1189,hassan856,1245
iaiENhPo,Rapid,mate,8,Four Knights Game: Italian Variation,white,23,viswannabe,1174,magdypeter012,1266
66TlGIhI,Rapid,resign,3,King's Pawn Game: Wayward Queen Attack,white,62,flfuhep1968,1339,viswannabe,1181
2lmsZtlR,Rapid,mate,3,King's Knight Opening,black,44,viswannabe,1191,nachoherrera,1265
N6uQZbpH,Rapid,mate,4,Queen's Pawn Game: Chigorin Variation,black,52,harrypotter777,1351,viswannabe,1172
gQ3skeq6,Rapid,resign,4,Sicilian Defense: Closed,black,40,viswannabe,1175,vishfrnds,1528
DAFVeEoZ,Rapid,mate,7,Italian Game: Giuoco Pianissimo,white,17,rodolo,1539,viswannabe,1178
JgU8pbLH,Rapid,mate,3,King's Knight Opening,white,37,viswannabe,1171,jasonredford,1016
C97lw7Ey,Rapid,resign,6,Ruy Lopez: Classical Variation,white,25,toimprove,1340,viswannabe,1178
wFlBkUy9,Rapid,resign,4,Sicilian Defense: Closed Variation |  Traditional,black,26,viswannabe,1180,axelxdxd,1586
vf6yrQlD,Rapid,resign,7,Scotch Game,white,97,agustin_chess,1563,viswannabe,1183
nrAW8Bca,Rapid,mate,8,Four Knights Game: Spanish Variation |  Classical Variation,white,65,junchomanuel,1657,viswannabe,1185
GdJr6S8O,Rapid,resign,7,Four Knights Game: Italian Variation,white,54,viswannabe,1162,josejuancaselli,1610
JP4jImLq,Rapid,resign,2,Sicilian Defense,black,31,viswannabe,1163,lolone,1641
I3GTqdpV,Rapid,resign,4,Queen's Pawn Game: Chigorin Variation,white,72,josephgobbels,1336,viswannabe,1154
L8zrI5BD,Rapid,mate,4,Philidor Defense #2,white,53,viswannabe,1136,fandmlancaster2,1307
jdF0kLDy,Rapid,resign,2,English Opening: Symmetrical Variation,white,24,mmoon01,1383,viswannabe,1141
vUonYJYn,Rapid,outoftime,6,Italian Game: Anti-Fried Liver Defense,black,116,ashpak,1140,viswannabe,1129
ERcEbmtN,Rapid,resign,3,King's Knight Opening,black,51,viswannabe,1147,cracovia,957
Ga0rgSfm,Rapid,mate,5,Philidor Defense #3,white,29,viswannabe,1137,theboyhasnoname,1050
6abSTcSF,Rapid,resign,6,Elephant Gambit: Paulsen Countergambit,black,49,viswannabe,1147,chiesu,1225
IN56zlIJ,Rapid,mate,3,King's Pawn Game: Wayward Queen Attack,black,84,arjenf,1129,viswannabe,1135
xuwxxgpb,Rapid,resign,5,Ponziani Opening,white,66,fgomez,1443,viswannabe,1139
g3x3xfAl,Rapid,mate,3,Zukertort Opening: Tennison Gambit,black,28,viswannabe,1142,alexandrsolodovnik,1469
IklNqQOw,Rapid,resign,1,Saragossa Opening,white,45,drocupter,1483,viswannabe,1145
fFqUrizD,Rapid,resign,4,Queen's Gambit Declined,white,127,x-meister,1281,viswannabe,1153
tchdkuhO,Rapid,resign,8,Four Knights Game: Italian Variation,black,24,viswannabe,1156,alexis_1983,1545
I0TiJ2Ga,Classical,resign,2,Caro-Kann Defense,black,68,fritz65,1652,jpokerflat,1739
Iv7aDCAM,Rapid,resign,2,Caro-Kann Defense,black,42,superposition,1761,jpokerflat,1723
bAkns0Jr,Classical,resign,8,Caro-Kann Defense: Two Knights Attack |  Mindeno Variation |  Exchange Line,white,47,thehaleguathor,2200,jpokerflat,1725
VXqXfkrq,Rapid,outoftime,3,Queen's Pawn Game: Mason Attack,black,56,jpokerflat,1748,francopg1969,1505
BwW94jma,Rapid,mate,5,Caro-Kann Defense: Exchange Variation,black,56,sonkisot21,1677,jpokerflat,1736
ZfiB5dU6,Classical,resign,5,Caro-Kann Defense: Exchange Variation,white,63,marsnk,1577,jpokerflat,1754
tS10y8Io,Classical,resign,4,Queen's Pawn Game: Steinitz Countergambit,white,65,jpokerflat,1753,slavy,1179
